,CustomerID,ItemID,Sex,Age,Profession,CityType,YearsInCity,Married,ItemCategory1,ItemCategory2,ItemCategory3,Amount
8356,1001285,P00216142,M,36-45,4,A,0,1.0,1,16.0,,11914
8357,1001285,P00197542,M,36-45,4,A,0,1.0,5,,,6861
8358,1001285,P00008442,M,36-45,4,A,0,1.0,8,14.0,,8062
8359,1001285,P00169742,M,36-45,4,A,0,1.0,1,8.0,15.0,15332
8360,1001285,P00126842,M,36-45,4,A,0,1.0,8,,,6085
8361,1001285,P00163342,M,36-45,4,A,0,1.0,6,8.0,,12573
8362,1001285,P00262542,M,36-45,4,A,0,1.0,5,8.0,,5198
8363,1001285,P00260042,M,36-45,4,A,0,1.0,5,8.0,,8809
8364,1001285,P00116042,M,36-45,4,A,0,1.0,8,,,8032
8365,1001285,P00118142,M,36-45,4,A,0,1.0,8,17.0,,9995
8366,1001285,P00188742,M,36-45,4,A,0,1.0,8,14.0,17.0,10076
8367,1001285,P00298242,M,36-45,4,A,0,1.0,8,,,9904
8368,1001285,P00120442,M,36-45,4,A,0,1.0,8,,,7849
8369,1001285,P00258742,M,36-45,4,A,0,1.0,5,,,8808
8370,1001285,P00178142,M,36-45,4,A,0,1.0,8,17.0,,7761
8371,1001285,P00115542,M,36-45,4,A,0,1.0,8,,,8031
8372,1001285,P00328942,M,36-45,4,A,0,1.0,5,6.0,8.0,7150
8373,1001285,P00217842,M,36-45,4,A,0,1.0,1,2.0,8.0,15728
8374,1001285,P00179542,M,36-45,4,A,0,1.0,11,,,3232
8375,1001285,P00179742,M,36-45,4,A,0,1.0,11,,,1546
8376,1001285,P00123642,M,36-45,4,A,0,1.0,11,16.0,,6091
8377,1001285,P0095342,M,36-45,4,A,0,1.0,2,4.0,,13287
8378,1001285,P00200042,M,36-45,4,A,0,1.0,16,,,16467
8379,1001285,P00244442,M,36-45,4,A,0,1.0,11,,,7404
8380,1001285,P00183942,M,36-45,4,A,0,1.0,3,4.0,,10836
8381,1001285,P00233342,M,36-45,4,A,0,1.0,1,15.0,16.0,15875
8382,1001285,P00232942,M,36-45,4,A,0,1.0,8,16.0,,6122
8383,1001285,P00296542,M,36-45,4,A,0,1.0,8,,,6045
8700,1001332,P00116842,M,26-35,7,C,3,0.0,2,5.0,8.0,13061
8791,1001344,P00010542,F,26-35,9,C,4+,0.0,2,4.0,5.0,9779
8792,1001344,P00031042,F,26-35,9,C,4+,0.0,8,,,7950
8793,1001344,P00089442,F,26-35,9,C,4+,0.0,8,,,8012
8794,1001344,P00113342,F,26-35,9,C,4+,0.0,1,8.0,17.0,11423
8862,1001356,P00032442,F,18-25,4,B,2,1.0,5,,,3665
8863,1001356,P00338842,F,18-25,4,B,2,1.0,11,16.0,,6045
8864,1001356,P00226242,F,18-25,4,B,2,1.0,11,15.0,,6117
8865,1001356,P00083242,F,18-25,4,B,2,1.0,11,16.0,,2975
8866,1001356,P00312742,F,18-25,4,B,2,1.0,15,,,4581
8867,1001356,P00117042,F,18-25,4,B,2,1.0,1,2.0,5.0,4489
8868,1001356,P00057242,F,18-25,4,B,2,1.0,5,,,1926
8869,1001356,P00216342,F,18-25,4,B,2,1.0,3,4.0,5.0,3140
8870,1001356,P00173242,F,18-25,4,B,2,1.0,5,,,1847
8871,1001356,P00132842,F,18-25,4,B,2,1.0,1,5.0,,8064
8872,1001356,P00238542,F,18-25,4,B,2,1.0,5,14.0,,1890
8873,1001356,P00185642,F,18-25,4,B,2,1.0,4,5.0,,2077
8874,1001356,P00136342,F,18-25,4,B,2,1.0,4,5.0,,816
8875,1001356,P00162042,F,18-25,4,B,2,1.0,1,6.0,,19384
8876,1001356,P00070342,F,18-25,4,B,2,1.0,1,2.0,14.0,4490
8877,1001356,P00187442,F,18-25,4,B,2,1.0,2,4.0,5.0,3525
8878,1001356,P00293242,F,18-25,4,B,2,1.0,8,16.0,,2293
8879,1001356,P00161942,F,18-25,4,B,2,1.0,5,8.0,,5220
8880,1001356,P00219942,F,18-25,4,B,2,1.0,6,16.0,,12711
8881,1001356,P00310342,F,18-25,4,B,2,1.0,6,8.0,,4496
9123,1001393,P00242742,M,18-25,4,B,3,0.0,1,2.0,9.0,11408
9124,1001393,P00110942,M,18-25,4,B,3,0.0,1,2.0,,15178
9125,1001393,P00220442,M,18-25,4,B,3,0.0,5,14.0,,7083
9126,1001393,P00026642,M,18-25,4,B,3,0.0,8,,,10048
9183,1001406,P00184442,M,26-35,4,C,2,1.0,1,6.0,8.0,19674
9210,1001415,P00106742,M,46-50,14,C,1,1.0,3,5.0,,13645
9211,1001415,P00106042,M,46-50,14,C,1,1.0,5,,,7070
9212,1001415,P00110742,M,46-50,14,C,1,1.0,1,2.0,8.0,15525
9213,1001415,P00112542,M,46-50,14,C,1,1.0,1,11.0,15.0,11484
9214,1001415,P00313142,M,46-50,14,C,1,1.0,8,,,8058
9215,1001415,P00230842,M,46-50,14,C,1,1.0,8,,,5983
9216,1001415,P00201442,M,46-50,14,C,1,1.0,1,6.0,8.0,11624
9217,1001415,P00120042,M,46-50,14,C,1,1.0,1,2.0,,19403
9218,1001415,P00177442,M,46-50,14,C,1,1.0,1,6.0,8.0,11507
9219,1001415,P00177642,M,46-50,14,C,1,1.0,8,,,6122
9220,1001415,P00088942,M,46-50,14,C,1,1.0,8,,,5976
9221,1001415,P00297042,M,46-50,14,C,1,1.0,8,,,7864
9222,1001415,P00351342,M,46-50,14,C,1,1.0,1,2.0,16.0,11893
9223,1001415,P00227842,M,46-50,14,C,1,1.0,2,5.0,,9713
9224,1001415,P00338542,M,46-50,14,C,1,1.0,1,,,15289
9313,1001426,P00184942,M,18-25,14,B,3,0.0,1,8.0,17.0,19559
9314,1001426,P00058242,M,18-25,14,B,3,0.0,3,4.0,12.0,10929
9315,1001426,P00051442,M,18-25,14,B,3,0.0,8,17.0,,9961
9316,1001426,P00048442,M,18-25,14,B,3,0.0,5,14.0,,7089
9317,1001426,P00245642,M,18-25,14,B,3,0.0,5,11.0,12.0,5432
9318,1001426,P00001142,M,18-25,14,B,3,0.0,5,8.0,14.0,5413
9319,1001426,P00017442,M,18-25,14,B,3,0.0,8,14.0,,4070
9320,1001426,P00192042,M,18-25,14,B,3,0.0,5,9.0,14.0,6943
9321,1001426,P00275842,M,18-25,14,B,3,0.0,2,9.0,15.0,6726
9322,1001426,P00014542,M,18-25,14,B,3,0.0,8,,,8045
9323,1001426,P00323942,M,18-25,14,B,3,0.0,8,15.0,,7998
9324,1001426,P00348242,M,18-25,14,B,3,0.0,8,,,6180
9325,1001426,P00128942,M,18-25,14,B,3,0.0,1,11.0,,15841
9326,1001426,P00128142,M,18-25,14,B,3,0.0,1,5.0,18.0,11596
9327,1001426,P00354342,M,18-25,14,B,3,0.0,5,11.0,,5171
9328,1001426,P00337842,M,18-25,14,B,3,0.0,5,,,6974
9329,1001426,P00024042,M,18-25,14,B,3,0.0,7,,,21062
9397,1001446,P00085542,M,36-45,12,B,4+,0.0,5,14.0,,8902
9398,1001446,P00287842,M,36-45,12,B,4+,0.0,8,18.0,,9931
9748,1001486,P00355142,M,26-35,16,C,4+,1.0,1,15.0,,15863
9749,1001486,P00234742,M,26-35,16,C,4+,1.0,8,,,7895
9750,1001486,P00307542,M,26-35,16,C,4+,1.0,1,15.0,,11648
9751,1001486,P00300042,M,26-35,16,C,4+,1.0,16,,,16617
9966,1001521,P00155342,F,26-35,7,C,2,0.0,5,13.0,,1884
10102,1001552,P00110542,M,46-50,20,B,1,1.0,8,,,10018
10103,1001552,P00126442,M,46-50,20,B,1,1.0,7,,,16619
10104,1001552,P00075542,M,46-50,20,B,1,1.0,8,13.0,,10061
10105,1001552,P00240142,M,46-50,20,B,1,1.0,5,,,8700
10106,1001552,P00345842,M,46-50,20,B,1,1.0,2,8.0,14.0,13261
10107,1001552,P00129642,M,46-50,20,B,1,1.0,5,,,5431
10108,1001552,P00329442,M,46-50,20,B,1,1.0,5,8.0,,5304
10462,1001609,P00084842,F,36-45,9,B,3,1.0,8,16.0,,9920
10463,1001609,P00145042,F,36-45,9,B,3,1.0,1,2.0,5.0,15636
10464,1001609,P00210442,F,36-45,9,B,3,1.0,5,,,5374
10465,1001609,P00362442,F,36-45,9,B,3,1.0,5,,,5376
10466,1001609,P00065242,F,36-45,9,B,3,1.0,2,3.0,4.0,9967
10467,1001609,P00129242,F,36-45,9,B,3,1.0,5,,,1826
10468,1001609,P00208342,F,36-45,9,B,3,1.0,1,16.0,,11812
10469,1001609,P00284742,F,36-45,9,B,3,1.0,5,12.0,,6945
10470,1001609,P00189842,F,36-45,9,B,3,1.0,3,4.0,5.0,10864
10590,1001627,P00317942,M,18-25,17,A,3,0.0,8,16.0,,7854
10846,1001657,P00307142,F,46-50,0,B,1,0.0,8,,,5868
10847,1001657,P00190142,F,46-50,0,B,1,0.0,3,4.0,5.0,13683
11801,1001766,P00368342,F,46-50,0,C,0,0.0,5,,,6888
11802,1001766,P00328042,F,46-50,0,C,0,0.0,8,14.0,,7778
12126,1001831,P00323442,M,18-25,4,B,4+,0.0,5,9.0,,5205
12127,1001831,P00278642,M,18-25,4,B,4+,0.0,5,,,7150
12128,1001831,P00236042,M,18-25,4,B,4+,0.0,5,,,3572
12129,1001831,P00256642,M,18-25,4,B,4+,0.0,5,,,5273
12130,1001831,P00216342,M,18-25,4,B,4+,0.0,3,4.0,5.0,11031
12131,1001831,P00021742,M,18-25,4,B,4+,0.0,5,,,7166
12132,1001831,P00251442,M,18-25,4,B,4+,0.0,5,,,3505
12133,1001831,P00249042,M,18-25,4,B,4+,0.0,7,,,16446
12134,1001831,P00350442,M,18-25,4,B,4+,0.0,2,3.0,15.0,13248
12135,1001831,P00148642,M,18-25,4,B,4+,0.0,6,10.0,13.0,16574
12583,1001895,P00274042,M,36-45,14,C,2,0.0,1,,,15542
12584,1001895,P00266542,M,36-45,14,C,2,0.0,2,16.0,,12703
12585,1001895,P00175242,M,36-45,14,C,2,0.0,2,,,13117
12586,1001895,P00113842,M,36-45,14,C,2,0.0,6,8.0,16.0,12560
12587,1001895,P00113942,M,36-45,14,C,2,0.0,8,,,9899
12669,1001904,P00219142,M,18-25,1,B,4+,0.0,5,,,3707
12670,1001904,P00350942,M,18-25,1,B,4+,0.0,3,4.0,5.0,8393
12671,1001904,P00121642,M,18-25,1,B,4+,0.0,5,14.0,,5259
12672,1001904,P00120642,M,18-25,1,B,4+,0.0,5,,,5470
12673,1001904,P00173842,M,18-25,1,B,4+,0.0,1,2.0,15.0,15657
12674,1001904,P00070342,M,18-25,1,B,4+,0.0,1,2.0,14.0,11695
12675,1001904,P0096842,M,18-25,1,B,4+,0.0,3,4.0,12.0,8263
12676,1001904,P0096942,M,18-25,1,B,4+,0.0,3,4.0,,8231
12677,1001904,P00207942,M,18-25,1,B,4+,0.0,6,8.0,,16001
12678,1001904,P00037242,M,18-25,1,B,4+,0.0,8,,,6142
12908,1001940,P00100942,M,26-35,12,C,2,0.0,5,,,8880
12909,1001940,P00112142,M,26-35,12,C,2,0.0,1,2.0,14.0,19471
12910,1001940,P00178142,M,26-35,12,C,2,0.0,8,17.0,,8020
13009,1001945,P00025442,M,26-35,20,C,3,0.0,1,2.0,9.0,8149
13010,1001945,P00117642,M,26-35,20,C,3,0.0,10,16.0,,9941
13011,1001945,P00287442,M,26-35,20,C,3,0.0,8,,,7763
13012,1001945,P00147942,M,26-35,20,C,3,0.0,1,16.0,,7996
13358,1001990,P00242742,M,26-35,7,C,2,0.0,1,2.0,9.0,11964
13359,1001990,P00115942,M,26-35,7,C,2,0.0,8,17.0,,10068
13724,1002042,P00183242,M,0-17,10,C,4+,0.0,5,15.0,,5428
13725,1002042,P00000142,M,0-17,10,C,4+,0.0,3,4.0,5.0,11020
13726,1002042,P00316642,M,0-17,10,C,4+,0.0,4,5.0,,2871
13727,1002042,P00145442,M,0-17,10,C,4+,0.0,8,15.0,,4207
13728,1002042,P00085242,M,0-17,10,C,4+,0.0,8,14.0,17.0,6023
13988,1002079,P00345742,M,0-17,10,C,3,0.0,1,2.0,15.0,11925
13989,1002079,P00255842,M,0-17,10,C,3,0.0,16,,,16393
13990,1002079,P00044442,M,0-17,10,C,3,0.0,1,16.0,,15860
13991,1002079,P00070042,M,0-17,10,C,3,0.0,1,2.0,16.0,15421
13992,1002079,P00162442,M,0-17,10,C,3,0.0,1,16.0,,15198
13993,1002079,P00173842,M,0-17,10,C,3,0.0,1,2.0,15.0,7913
13994,1002079,P00345642,M,0-17,10,C,3,0.0,1,15.0,16.0,4070
13995,1002079,P00276442,M,0-17,10,C,3,0.0,11,16.0,,3051
14099,1002096,P00178942,F,26-35,17,C,1,0.0,5,8.0,,7192
14100,1002096,P00049442,F,26-35,17,C,1,0.0,1,8.0,,19173
14101,1002096,P00205942,F,26-35,17,C,1,0.0,5,8.0,14.0,8747
14102,1002096,P00258742,F,26-35,17,C,1,0.0,5,,,7017
14103,1002096,P00110942,F,26-35,17,C,1,0.0,1,2.0,,19514
14421,1002131,P00105342,M,26-35,0,B,1,1.0,1,2.0,15.0,15770
14422,1002131,P00305042,M,26-35,0,B,1,1.0,11,13.0,16.0,4563
14423,1002131,P00024742,M,26-35,0,B,1,1.0,8,11.0,,7786
14424,1002131,P00276442,M,26-35,0,B,1,1.0,11,16.0,,1743
14425,1002131,P00122642,M,26-35,0,B,1,1.0,11,,,1615
14426,1002131,P00147942,M,26-35,0,B,1,1.0,1,16.0,,15467
14427,1002131,P00010942,M,26-35,0,B,1,1.0,1,2.0,6.0,15411
14428,1002131,P00136542,M,26-35,0,B,1,1.0,5,8.0,,7039
14429,1002131,P00222842,M,26-35,0,B,1,1.0,8,,,9720
14430,1002131,P00054242,M,26-35,0,B,1,1.0,1,6.0,14.0,11976
14431,1002131,P00221442,M,26-35,0,B,1,1.0,1,2.0,5.0,15396
14432,1002131,P00105242,M,26-35,0,B,1,1.0,11,,,6051
14611,1002168,P00368242,M,0-17,10,B,4+,0.0,5,11.0,,8858
14612,1002168,P00220342,M,0-17,10,B,4+,0.0,5,,,8828
14613,1002168,P00296242,M,0-17,10,B,4+,0.0,8,,,10021
14614,1002168,P00295842,M,0-17,10,B,4+,0.0,5,8.0,,7032
14615,1002168,P00201542,M,0-17,10,B,4+,0.0,5,,,7031
14616,1002168,P00001242,M,0-17,10,B,4+,0.0,5,11.0,,6896
14617,1002168,P00350942,M,0-17,10,B,4+,0.0,3,4.0,5.0,8121
14618,1002168,P00362342,M,0-17,10,B,4+,0.0,5,,,8871
14619,1002168,P00121642,M,0-17,10,B,4+,0.0,5,14.0,,5167
14620,1002168,P00006242,M,0-17,10,B,4+,0.0,5,,,6859
14621,1002168,P00131742,M,0-17,10,B,4+,0.0,8,,,4102
14843,1002200,P00057642,M,36-45,1,C,3,0.0,1,15.0,16.0,19489
14844,1002200,P00204342,M,36-45,1,C,3,0.0,15,16.0,,21194
14845,1002200,P00260442,M,36-45,1,C,3,0.0,1,15.0,,7859
14885,1002207,P00178242,M,18-25,4,C,4+,0.0,8,,,9903
15075,1002238,P00150342,F,26-35,4,B,2,1.0,8,14.0,,5948
15076,1002238,P00173742,F,26-35,4,B,2,1.0,1,5.0,8.0,15370
15077,1002238,P00049642,F,26-35,4,B,2,1.0,8,14.0,,6012
15078,1002238,P00027342,F,26-35,4,B,2,1.0,8,,,9722
15502,1002324,P00115942,M,36-45,17,C,3,0.0,8,17.0,,8092
15503,1002324,P00010742,M,36-45,17,C,3,0.0,1,8.0,17.0,15174
15504,1002324,P00104542,M,36-45,17,C,3,0.0,8,,,7914
15604,1002354,P00365242,M,36-45,11,B,3,0.0,5,8.0,,8634
15605,1002354,P00046742,M,36-45,11,B,3,0.0,1,2.0,15.0,11642
15606,1002354,P00184242,M,36-45,11,B,3,0.0,9,15.0,,13594
15607,1002354,P00193742,M,36-45,11,B,3,0.0,8,15.0,,4089
15724,1002387,P00081142,M,26-35,17,C,4+,0.0,6,8.0,14.0,12317
15725,1002387,P00102442,M,26-35,17,C,4+,0.0,8,,,6075
16119,1002468,P00302142,M,51-55,1,A,4+,0.0,5,14.0,,6855
16120,1002468,P00151742,M,51-55,1,A,4+,0.0,8,15.0,16.0,10020
16121,1002468,P00145042,M,51-55,1,A,4+,0.0,1,2.0,5.0,18959
16122,1002468,P00118442,M,51-55,1,A,4+,0.0,1,2.0,,15694
16123,1002468,P00106042,M,51-55,1,A,4+,0.0,5,,,6976
16124,1002468,P00183042,M,51-55,1,A,4+,0.0,15,16.0,,21166
16466,1002538,P00117142,M,55+,13,B,3,1.0,2,17.0,,13039
16467,1002538,P00034042,M,55+,13,B,3,1.0,1,2.0,16.0,15693
16537,1002550,P00110942,M,51-55,7,C,2,1.0,1,2.0,,15320
16538,1002550,P00111542,M,51-55,7,C,2,1.0,2,17.0,,13012
16539,1002550,P00088042,M,51-55,7,C,2,1.0,1,2.0,,11839
16540,1002550,P00177242,M,51-55,7,C,2,1.0,12,,,1093
16541,1002550,P00058642,M,51-55,7,C,2,1.0,18,,,3123
16826,1002620,P00223542,M,18-25,4,C,4+,0.0,1,8.0,17.0,15432
16827,1002620,P00221742,M,18-25,4,C,4+,0.0,1,8.0,,11838
16828,1002620,P00320842,M,18-25,4,C,4+,0.0,1,4.0,9.0,11511
16856,1002625,P00181842,M,36-45,7,C,3,0.0,11,,,5972
16857,1002625,P00297742,M,36-45,7,C,3,0.0,8,17.0,,9854
16858,1002625,P00155542,M,36-45,7,C,3,0.0,11,15.0,,4665
17200,1002692,P00285842,F,18-25,4,C,0,1.0,5,,,1910
17201,1002692,P00237542,F,18-25,4,C,0,1.0,1,15.0,16.0,19658
17202,1002692,P00157642,F,18-25,4,C,0,1.0,1,14.0,16.0,19594
17203,1002692,P00208342,F,18-25,4,C,0,1.0,1,16.0,,15736
17204,1002692,P00156442,F,18-25,4,C,0,1.0,8,,,9707
17209,1002694,P00148642,M,18-25,4,B,3,0.0,6,10.0,13.0,20285
17210,1002694,P00155442,M,18-25,4,B,3,0.0,1,11.0,15.0,11727
17221,1002700,P00160042,M,26-35,7,C,2,1.0,1,13.0,16.0,11605
17222,1002700,P00214642,M,26-35,7,C,2,1.0,11,13.0,16.0,1704
17223,1002700,P00146442,M,26-35,7,C,2,1.0,8,,,9781
17224,1002700,P00014542,M,26-35,7,C,2,1.0,8,,,7918
17225,1002700,P00148042,M,26-35,7,C,2,1.0,8,,,6113
17226,1002700,P00251442,M,26-35,7,C,2,1.0,5,,,1833
17227,1002700,P00286042,M,26-35,7,C,2,1.0,18,,,3868
17228,1002700,P00327642,M,26-35,7,C,2,1.0,18,,,3817
17229,1002700,P00260042,M,26-35,7,C,2,1.0,5,8.0,,7000
17791,1002800,P00312842,F,18-25,4,C,1,1.0,16,,,8330
17792,1002800,P00328142,F,18-25,4,C,1,1.0,8,16.0,,9924
17793,1002800,P00322242,F,18-25,4,C,1,1.0,8,14.0,,6122
17794,1002800,P00318742,F,18-25,4,C,1,1.0,1,8.0,,3806
17795,1002800,P00135342,F,18-25,4,C,1,1.0,5,,,5457
17796,1002800,P00223242,F,18-25,4,C,1,1.0,5,14.0,,5267
17797,1002800,P00057442,F,18-25,4,C,1,1.0,5,14.0,16.0,5254
17871,1002814,P00248142,M,36-45,7,B,1,0.0,5,,,5174
17872,1002814,P00255842,M,36-45,7,B,1,0.0,16,,,20762
17873,1002814,P00120842,M,36-45,7,B,1,0.0,8,17.0,,9730
17874,1002814,P00110742,M,36-45,7,B,1,0.0,1,2.0,8.0,19076
17875,1002814,P00178942,M,36-45,7,B,1,0.0,5,8.0,,5207
17876,1002814,P00351142,M,36-45,7,B,1,0.0,1,8.0,17.0,15844
17877,1002814,P00217742,M,36-45,7,B,1,0.0,5,14.0,,7111
17878,1002814,P00034042,M,36-45,7,B,1,0.0,1,2.0,16.0,15649
17879,1002814,P00158042,M,36-45,7,B,1,0.0,8,,,1965
17880,1002814,P00344542,M,36-45,7,B,1,0.0,16,,,12662
17881,1002814,P00312942,M,36-45,7,B,1,0.0,8,14.0,,10059
18345,1002894,P00110942,M,18-25,4,B,4+,0.0,1,2.0,,19174
18346,1002894,P00103042,M,18-25,4,B,4+,0.0,1,14.0,,12091
18347,1002894,P00041042,M,18-25,4,B,4+,0.0,1,16.0,,19351
18348,1002894,P00320942,M,18-25,4,B,4+,0.0,1,4.0,9.0,19520
18572,1002918,P00146442,M,26-35,12,B,2,1.0,8,,,6055
18573,1002918,P00279542,M,26-35,12,B,2,1.0,8,,,8140
18574,1002918,P00197942,M,26-35,12,B,2,1.0,6,11.0,,12515
18575,1002918,P00119742,M,26-35,12,B,2,1.0,5,8.0,12.0,8764
18576,1002918,P00216742,M,26-35,12,B,2,1.0,5,,,7192
18577,1002918,P00138542,M,26-35,12,B,2,1.0,5,6.0,,7057
18578,1002918,P00151742,M,26-35,12,B,2,1.0,8,15.0,16.0,4216
18579,1002918,P00208742,M,26-35,12,B,2,1.0,1,6.0,16.0,15544
18580,1002918,P00303042,M,26-35,12,B,2,1.0,5,,,6942
18581,1002918,P00135742,M,26-35,12,B,2,1.0,6,8.0,,11988
18582,1002918,P00304142,M,26-35,12,B,2,1.0,5,11.0,,7080
18583,1002918,P00206442,M,26-35,12,B,2,1.0,1,5.0,9.0,4439
18584,1002918,P00304342,M,26-35,12,B,2,1.0,1,5.0,6.0,8008
18585,1002918,P00035842,M,26-35,12,B,2,1.0,5,6.0,9.0,3702
18656,1002930,P00180342,M,51-55,17,C,1,1.0,11,,,4495
18974,1002994,P00364842,M,36-45,5,A,1,1.0,5,16.0,,5358
18975,1002994,P00251242,M,36-45,5,A,1,1.0,5,11.0,,6958
18976,1002994,P00282242,M,36-45,5,A,1,1.0,5,8.0,17.0,6914
18977,1002994,P00321742,M,36-45,5,A,1,1.0,5,8.0,17.0,5239
18978,1002994,P00267742,M,36-45,5,A,1,1.0,5,,,7160
18979,1002994,P00192042,M,36-45,5,A,1,1.0,5,9.0,14.0,6935
18980,1002994,P00227142,M,36-45,5,A,1,1.0,5,,,5315
18981,1002994,P00335242,M,36-45,5,A,1,1.0,5,8.0,,5476
18982,1002994,P00184942,M,36-45,5,A,1,1.0,1,8.0,17.0,15556
18983,1002994,P00144642,M,36-45,5,A,1,1.0,1,15.0,16.0,11535
18984,1002994,P00034442,M,36-45,5,A,1,1.0,1,14.0,16.0,15745
18985,1002994,P00348842,M,36-45,5,A,1,1.0,1,6.0,,15539
18986,1002994,P00147742,M,36-45,5,A,1,1.0,1,16.0,,11876
18987,1002994,P00289842,M,36-45,5,A,1,1.0,1,16.0,,7648
18988,1002994,P00194642,M,36-45,5,A,1,1.0,1,6.0,13.0,7605
18989,1002994,P00221042,M,36-45,5,A,1,1.0,1,17.0,,12012
18990,1002994,P00346942,M,36-45,5,A,1,1.0,1,5.0,,15624
18991,1002994,P00128442,M,36-45,5,A,1,1.0,1,8.0,,8083
19374,1003051,P00226342,M,18-25,17,B,0,1.0,11,15.0,,4436
19375,1003051,P00148642,M,18-25,17,B,0,1.0,6,10.0,13.0,16054
19376,1003051,P00237542,M,18-25,17,B,0,1.0,1,15.0,16.0,19022
19377,1003051,P00118042,M,18-25,17,B,0,1.0,8,,,6103
19378,1003051,P00345642,M,18-25,17,B,0,1.0,1,15.0,16.0,15460
19379,1003051,P00016042,M,18-25,17,B,0,1.0,1,16.0,,19606
19380,1003051,P00138442,M,18-25,17,B,0,1.0,1,2.0,16.0,11576
19381,1003051,P00071242,M,18-25,17,B,0,1.0,1,15.0,16.0,15893
19382,1003051,P00145942,M,18-25,17,B,0,1.0,6,8.0,13.0,8598
19383,1003051,P00052742,M,18-25,17,B,0,1.0,16,,,8840
19384,1003051,P00057542,M,18-25,17,B,0,1.0,3,4.0,5.0,10880
19385,1003051,P00329442,M,18-25,17,B,0,1.0,5,8.0,,8806
19386,1003051,P00048742,M,18-25,17,B,0,1.0,5,,,6907
19387,1003051,P00369742,M,18-25,17,B,0,1.0,5,,,7187
19388,1003051,P00332942,M,18-25,17,B,0,1.0,5,8.0,,5206
19389,1003051,P00048042,M,18-25,17,B,0,1.0,1,6.0,8.0,15626
19390,1003051,P00174242,M,18-25,17,B,0,1.0,15,16.0,,12938
19464,1003060,P00259942,F,36-45,1,C,3,0.0,16,,,12272
19528,1003072,P00042242,M,51-55,1,B,4+,0.0,5,15.0,,3633
19529,1003072,P00026642,M,51-55,1,B,4+,0.0,8,,,8018
19530,1003072,P00021842,M,51-55,1,B,4+,0.0,5,8.0,14.0,5306
19531,1003072,P00304442,M,51-55,1,B,4+,0.0,1,16.0,,12110
19532,1003072,P00034342,M,51-55,1,B,4+,0.0,5,,,7166
19533,1003072,P00266942,M,51-55,1,B,4+,0.0,8,13.0,14.0,4150
19720,1003108,P00127842,M,51-55,6,B,1,1.0,1,2.0,15.0,15890
19721,1003108,P00193542,M,51-55,6,B,1,1.0,1,2.0,,19513
19722,1003108,P00142942,M,51-55,6,B,1,1.0,1,2.0,16.0,15781
19723,1003108,P00059442,M,51-55,6,B,1,1.0,6,8.0,16.0,20403
19724,1003108,P00121342,M,51-55,6,B,1,1.0,1,5.0,18.0,19675
19725,1003108,P00176842,M,51-55,6,B,1,1.0,12,14.0,,1062
19726,1003108,P00014542,M,51-55,6,B,1,1.0,8,,,8129
19727,1003108,P00169442,M,51-55,6,B,1,1.0,8,,,7824
19728,1003108,P00102542,M,51-55,6,B,1,1.0,8,,,7890
19729,1003108,P00006142,M,51-55,6,B,1,1.0,8,,,5968
19730,1003108,P00155642,M,51-55,6,B,1,1.0,8,,,8133
19731,1003108,P00002142,M,51-55,6,B,1,1.0,1,5.0,8.0,15776
19732,1003108,P00118042,M,51-55,6,B,1,1.0,8,,,10051
19733,1003108,P00150742,M,51-55,6,B,1,1.0,8,14.0,,6032
19734,1003108,P00112642,M,51-55,6,B,1,1.0,1,2.0,5.0,11628
19735,1003108,P00317442,M,51-55,6,B,1,1.0,1,8.0,,18997
19736,1003108,P00088242,M,51-55,6,B,1,1.0,6,10.0,13.0,16167
19737,1003108,P00219942,M,51-55,6,B,1,1.0,6,16.0,,12548
19738,1003108,P00163342,M,51-55,6,B,1,1.0,6,8.0,,12300
19739,1003108,P00015942,M,51-55,6,B,1,1.0,6,10.0,13.0,16012
19740,1003108,P00102142,M,51-55,6,B,1,1.0,13,16.0,,771
20144,1003184,P00122442,F,26-35,18,C,2,0.0,1,11.0,15.0,11597
20145,1003184,P00313542,F,26-35,18,C,2,0.0,5,8.0,,8589
20146,1003184,P00258442,F,26-35,18,C,2,0.0,5,,,8789
20147,1003184,P00114042,F,26-35,18,C,2,0.0,5,14.0,,7025
20167,1003190,P00248142,M,0-17,17,C,2,0.0,5,,,8848
20581,1003265,P00303342,M,26-35,15,A,1,1.0,1,16.0,,8033
20582,1003265,P00147742,M,26-35,15,A,1,1.0,1,16.0,,7821
20583,1003265,P00001042,M,26-35,15,A,1,1.0,1,2.0,16.0,11551
20584,1003265,P00201442,M,26-35,15,A,1,1.0,1,6.0,8.0,18991
20585,1003265,P00177542,M,26-35,15,A,1,1.0,1,8.0,,15370
20586,1003265,P00100942,M,26-35,15,A,1,1.0,5,,,8869
20587,1003265,P00101842,M,26-35,15,A,1,1.0,6,16.0,,20388
20588,1003265,P00281742,M,26-35,15,A,1,1.0,5,8.0,18.0,7096
20589,1003265,P00289942,M,26-35,15,A,1,1.0,3,4.0,5.0,13661
20590,1003265,P00209842,M,26-35,15,A,1,1.0,5,8.0,,5169
20591,1003265,P00108542,M,26-35,15,A,1,1.0,5,8.0,14.0,5426
20592,1003265,P00207942,M,26-35,15,A,1,1.0,6,8.0,,20054
20593,1003265,P00046242,M,26-35,15,A,1,1.0,8,,,7864
20594,1003265,P00222942,M,26-35,15,A,1,1.0,1,2.0,8.0,11767
